iter,beta,bolt_rmse,w_mae,w_mape,w_mase,w_mse,w_smape
38,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
39,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
40,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
41,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
42,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
43,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
44,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
45,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
46,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
47,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
48,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
49,1.0,23.7548093077395,0.8197054532747944,3.41280563557978e-20,0.17734166156885298,0.002952885156308419,4.432228891307486e-14
