,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
230,6.1783,5.9698,5.8662,5.8074,5.8138,5.9089,6.1722,6.6185,7.244,7.5305,7.5871,7.5202,7.3766,7.675,7.8982,7.9671,8.1471,8.1418,8.0278,7.9617,7.6283,7.2175,6.803,6.6103
231,6.2317,6.0322,5.9083,5.8369,5.8299,5.9334,6.2097,6.7054,7.3956,7.7102,7.7607,7.6878,7.5037,7.7379,7.8339,7.7992,7.7762,7.5737,7.3895,7.3313,7.0756,6.744,6.4417,6.3531
232,6.0028,5.8056,5.6775,5.5977,5.5787,5.5999,5.679,5.7609,5.8929,5.9134,6.0023,6.0131,6.0235,6.3066,6.4696,6.4872,6.5168,6.4758,6.5598,6.6357,6.5278,6.3038,6.0274,5.9178
233,5.5914,5.396,5.2682,5.1816,5.1555,5.1975,5.2626,5.3716,5.5406,5.7279,5.8954,5.8181,5.7128,5.7188,5.8135,5.9296,6.0842,6.2637,6.447,6.5588,6.4675,6.255,5.9985,5.7911
234,5.5001,5.3034,5.2056,5.1633,5.1732,5.3289,5.6743,6.2626,6.9975,7.3385,7.5003,7.4604,7.2586,7.5776,7.7772,7.8223,7.8996,7.8169,7.6776,7.588,7.2921,6.9346,6.5593,6.3917
235,6.0287,5.8466,5.7444,5.6798,5.6914,5.8099,6.1024,6.6175,7.2397,7.4527,7.4853,7.4411,7.2437,7.4804,7.6235,7.6842,7.7665,7.6258,7.4786,7.4099,7.1232,6.8114,6.478,6.3518
236,6.0091,5.8273,5.7216,5.6597,5.6723,5.7769,6.076,6.6271,7.2988,7.6058,7.6134,7.6347,7.3991,7.61,7.7104,7.6957,7.7228,7.5832,7.4659,7.416,7.1409,6.8138,6.4798,6.3287
237,5.9773,5.7873,5.7012,5.6292,5.6259,5.7521,6.0291,6.4379,6.9542,7.2203,7.3295,7.3677,7.2253,7.4759,7.5897,7.5808,7.6036,7.4957,7.4155,7.3504,7.0916,6.7525,6.4268,6.2674
238,5.9081,5.7394,5.6309,5.5846,5.6,5.7283,5.9958,6.3871,6.8439,7.0064,7.049,7.0442,6.8506,7.1455,7.2571,7.3299,7.4073,7.3403,7.2278,7.177,6.9516,6.653,6.3285,6.2132
239,5.877,5.6635,5.5452,5.4516,5.4419,5.4815,5.5427,5.5978,5.6883,5.6886,5.7806,5.7993,5.7112,5.8501,6.0359,6.1556,6.2391,6.2254,6.3254,6.3885,6.2731,6.0605,5.8495,5.7709
240,5.4162,5.2047,5.0919,5.0221,5.016,5.0645,5.1048,5.1072,5.1803,5.3458,5.5276,5.5817,5.6141,5.6789,5.7495,5.8172,5.8923,6.0219,6.1612,6.2545,6.1538,5.9662,5.7589,5.5617
241,5.2844,5.1119,5.0127,4.9756,5.0318,5.2071,5.5385,6.0768,6.7583,7.0961,7.2011,7.2382,7.0542,7.3479,7.4794,7.5096,7.5426,7.4093,7.2972,7.2008,6.902,6.6222,6.3137,6.1833
242,5.8303,5.6667,5.5679,5.5213,5.552,5.6824,5.9671,6.4681,7.1401,7.4104,7.4238,7.4559,7.2724,7.499,7.5759,7.5695,7.6195,7.5244,7.4529,7.3916,7.0832,6.7724,6.4552,6.3152
243,5.948,5.7569,5.6498,5.6017,5.6204,5.7333,6.0066,6.4203,6.9249,7.0698,7.0589,6.9955,6.7503,6.9995,7.167,7.2985,7.4423,7.436,7.3751,7.3172,7.0552,6.7555,6.4373,6.2977
244,5.9218,5.7442,5.629,5.5787,5.6011,5.7216,5.9678,6.3457,6.817,6.9714,6.973,6.9655,6.817,7.1393,7.3469,7.5012,7.6594,7.6209,7.5404,7.4628,7.1695,6.8495,6.4998,6.3315
245,5.9635,5.7937,5.6691,5.6263,5.6446,5.7684,6.0375,6.494,7.0921,7.3348,7.3726,7.3596,7.1103,7.3018,7.4101,7.5001,7.5304,7.4482,7.3629,7.2943,7.0491,6.7554,6.4377,6.2981
246,5.93,5.7348,5.6219,5.5478,5.5156,5.5741,5.6541,5.7343,5.8506,5.8379,5.8945,5.8653,5.7468,5.9139,6.0226,6.1486,6.3362,6.4524,6.5458,6.5783,6.4288,6.213,5.9552,5.8295
247,5.4968,5.3015,5.1675,5.1051,5.0988,5.1348,5.1799,5.1627,5.1506,5.1449,5.2418,5.2822,5.3176,5.4768,5.6506,5.8277,6.0274,6.2067,6.3898,6.4512,6.3365,6.1425,5.8877,5.6819
248,5.3884,5.2166,5.1143,5.0756,5.1191,5.2826,5.6166,6.1677,6.8075,7.0976,7.1852,7.1843,7.0427,7.367,7.5747,7.6761,7.782,7.6827,7.5786,7.471,7.1864,6.8351,6.4612,6.2842
249,5.925,5.7414,5.6403,5.5927,5.618,5.7381,6.0109,6.4596,6.998,7.2647,7.3401,7.3236,7.097,7.365,7.4631,7.5222,7.6081,7.6003,7.5341,7.4267,7.1318,6.8105,6.4466,6.2952
250,5.9437,5.7472,5.6574,5.6054,5.6286,5.7465,5.9772,6.331,6.7536,6.8755,6.9307,6.876,6.6856,7.0087,7.2057,7.3288,7.4944,7.458,7.3528,7.2592,7.0115,6.725,6.3777,6.2275
251,5.87,5.719,5.6157,5.5514,5.5747,5.6925,5.9359,6.2542,6.6656,6.8672,6.9686,6.9794,6.854,7.1994,7.3808,7.4948,7.5435,7.4348,7.3644,7.2926,7.0121,6.7136,6.3757,6.2179
252,5.8649,5.6808,5.587,5.5337,5.5392,5.6611,5.9212,6.3735,6.943,7.1806,7.1837,7.1097,6.8216,6.8709,6.8811,6.9117,6.919,6.8978,6.8797,6.8292,6.6586,6.4424,6.1471,5.9974
253,5.6597,5.4703,5.3471,5.283,5.2584,5.3048,5.38,5.4086,5.4332,5.3699,5.4275,5.4079,5.3708,5.4939,5.5566,5.6572,5.8363,6.0316,6.189,6.2245,6.0852,5.9086,5.6817,5.5792
254,5.2858,5.086,4.9515,4.8981,4.8871,4.9479,4.9859,4.9305,4.8331,4.7733,4.9088,4.9201,4.9456,5.0143,5.0912,5.2157,5.4609,5.6933,5.8627,5.8954,5.797,5.6351,5.4453,5.2568
255,4.9632,4.771,4.6508,4.5663,4.5562,4.6053,4.6503,4.5823,4.4524,4.4027,4.508,4.5327,4.6043,4.7152,4.788,4.9457,5.1752,5.3918,5.5565,5.5779,5.502,5.3873,5.2107,5.0364
256,4.763,4.6037,4.493,4.4443,4.4379,4.5226,4.6211,4.7754,4.845,4.8019,4.7169,4.6435,4.5978,4.5127,4.5213,4.6163,4.8131,5.0878,5.2931,5.3652,5.3255,5.2494,5.1044,4.954
257,4.7019,4.5237,4.419,4.3669,4.3678,4.4383,4.508,4.5564,4.5752,4.6463,4.7723,4.7183,4.6667,4.6667,4.7345,4.927,5.1991,5.4448,5.6653,5.7177,5.6247,5.4836,5.2797,5.0887
258,4.8133,4.6362,4.5559,4.5262,4.5584,4.7107,4.989,5.344,5.7619,5.9426,6.064,6.0288,5.808,6.0254,6.214,6.4382,6.6873,6.6921,6.7149,6.6117,6.3703,6.1078,5.8296,5.6814
259,5.3776,5.2071,5.1131,5.0746,5.1002,5.2177,5.4342,5.7298,6.088,6.1715,6.2423,6.2754,6.1786,6.4749,6.6274,6.7266,6.8879,6.8857,6.855,6.7639,6.5266,6.2797,5.988,5.8698
260,5.5558,5.3739,5.2676,5.1931,5.1921,5.2551,5.3497,5.4414,5.6029,5.6477,5.7734,5.7998,5.7705,5.996,6.0778,6.0694,6.0501,6.0229,6.1697,6.1851,6.0726,5.8965,5.684,5.5913
261,5.2882,5.1092,4.998,4.9349,4.9345,4.9916,5.0367,5.0354,5.0181,5.0243,5.1211,5.1046,5.1325,5.277,5.4036,5.5386,5.6814,5.8309,6.0328,6.0737,5.9756,5.8119,5.6001,5.4123
262,5.1446,4.965,4.9013,4.867,4.9117,5.0885,5.3981,5.8832,6.4506,6.581,6.5188,6.4714,6.3876,6.7752,7.0074,7.134,7.2396,7.1966,7.1556,7.0231,6.7369,6.4895,6.1987,6.0777
263,5.7344,5.5668,5.477,5.4321,5.4626,5.5862,5.8461,6.2834,6.7967,6.9393,6.9294,6.9625,6.8092,7.1328,7.2707,7.338,7.4094,7.3296,7.3039,7.1644,6.9076,6.6099,6.2795,6.1501
264,5.8041,5.6404,5.5569,5.4992,5.4974,5.6404,5.9057,6.3819,7.033,7.3486,7.4085,7.4418,7.257,7.4682,7.5635,7.5683,7.5682,7.3801,7.3016,7.1515,6.9088,6.627,6.3005,6.1764
265,5.8219,5.65,5.5442,5.4811,5.4941,5.6212,5.8645,6.2054,6.6048,6.6868,6.6414,6.5033,6.2791,6.606,6.7963,6.986,7.2623,7.3225,7.2707,7.1174,6.8459,6.5543,6.2518,6.0983
266,5.7503,5.579,5.46,5.406,5.4193,5.5598,5.8167,6.1781,6.5747,6.5955,6.5155,6.4237,6.2603,6.5869,6.7798,6.9731,7.2146,7.1916,7.1316,6.9738,6.749,6.5041,6.2113,6.0679
267,5.702,5.5169,5.38,5.2979,5.2921,5.3408,5.4275,5.4491,5.4666,5.3962,5.4523,5.4446,5.3394,5.4791,5.5889,5.7526,5.9769,6.1036,6.2298,6.197,6.0743,5.9042,5.7068,5.5923
268,5.3119,5.1054,4.968,4.9067,4.9061,4.9783,5.0341,5.0064,4.9075,4.8068,4.8767,4.8548,4.8908,5.0788,5.2036,5.4043,5.6722,5.8883,6.0876,6.0737,5.9537,5.8004,5.6349,5.4539
269,5.1566,4.9784,4.8794,4.8423,4.865,4.9985,5.1947,5.487,5.9031,6.1606,6.3438,6.3618,6.1766,6.4461,6.6304,6.7959,6.9357,6.9067,6.9932,6.8996,6.7235,6.4843,6.2029,5.9867
270,5.6283,5.4477,5.358,5.3017,5.3447,5.4844,5.7807,6.1746,6.6737,6.8882,6.9488,6.9012,6.719,7.0271,7.2173,7.3712,7.5634,7.5698,7.5146,7.3376,7.0329,6.7171,6.3884,6.2217
271,5.8339,5.6565,5.5616,5.5042,5.5352,5.6603,5.9307,6.3208,6.8179,6.9696,6.9902,6.9365,6.7266,6.9995,7.1253,7.2263,7.3845,7.3199,7.2985,7.1417,6.8939,6.6236,6.3277,6.1649
272,5.8007,5.6371,5.5229,5.4839,5.5032,5.6369,5.9007,6.2646,6.7302,6.8857,6.9632,6.999,6.8884,7.2034,7.3199,7.3403,7.3754,7.3058,7.2899,7.1231,6.8604,6.5844,6.2843,6.1484
273,5.8133,5.6423,5.5227,5.4858,5.5029,5.6208,5.8881,6.2991,6.8194,7.0021,7.0628,7.0807,6.9038,7.1333,7.212,7.2391,7.2717,7.1751,7.1181,6.9593,6.7418,6.4913,6.2135,6.0779
274,5.7301,5.5285,5.4058,5.3373,5.3238,5.3726,5.454,5.5056,5.6163,5.6559,5.7114,5.6792,5.5688,5.7645,5.911,6.0217,6.1465,6.2127,6.3659,6.313,6.2026,6.0237,5.8021,5.6369
275,5.3078,5.1154,4.9958,4.9161,4.916,4.9738,5.0427,5.0413,5.0513,5.0551,5.1597,5.2245,5.3573,5.5321,5.5906,5.6671,5.8212,5.957,6.1161,6.061,5.9504,5.8049,5.6207,5.444
276,5.1423,4.9686,4.8728,4.8263,4.8371,4.9568,5.1453,5.4649,5.9157,6.1256,6.2056,6.1923,6.0239,6.2441,6.377,6.3953,6.4294,6.3821,6.4647,6.3912,6.2556,6.0694,5.8642,5.7115
277,5.4194,5.2566,5.1713,5.1439,5.1787,5.3393,5.6318,6.1186,6.7007,6.8988,6.8835,6.8285,6.5988,6.8499,6.9584,6.9781,7.0121,6.9621,7.0037,6.8497,6.6237,6.4024,6.165,6.0509
278,5.7117,5.5237,5.424,5.3873,5.4045,5.5356,5.8056,6.1512,6.5123,6.5442,6.4885,6.4454,6.2846,6.6125,6.8102,6.9425,7.0552,7.0381,7.0657,6.9239,6.7278,6.4811,6.2235,6.1049
279,5.7587,5.5786,5.4797,5.4364,5.4583,5.6028,5.8611,6.165,6.5023,6.5423,6.5106,6.4242,6.1757,6.455,6.6325,6.7811,7.0328,7.108,7.1458,6.9781,6.7469,6.4912,6.2227,6.0966
280,5.7382,5.556,5.4673,5.4132,5.4274,5.5662,5.8411,6.1852,6.559,6.6838,6.7253,6.6724,6.495,6.7663,6.9785,7.0482,7.0778,7.0008,6.9548,6.8112,6.6212,6.3864,6.1562,6.0618
281,5.707,5.4804,5.373,5.3142,5.3092,5.3832,5.4852,5.5901,5.7284,5.735,5.7782,5.7291,5.5848,5.6844,5.7277,5.7304,5.7858,5.8471,6.005,5.9574,5.8808,5.7709,5.6464,5.6295
282,5.3277,5.1217,5.0068,4.9497,4.9747,5.0576,5.1377,5.0597,4.7552,4.5086,4.5182,4.4045,4.3386,4.406,4.5387,4.8114,5.2221,5.5979,5.8584,5.864,5.8246,5.741,5.6333,5.519
283,5.2421,5.0475,4.9682,4.9361,5.0232,5.2224,5.5741,5.9553,6.2382,6.1976,6.133,5.9508,5.6783,5.9522,6.1598,6.4373,6.7672,6.8824,6.9348,6.8029,6.6078,6.4134,6.2305,6.1514
284,5.7696,5.5752,5.471,5.4217,5.4754,5.6399,5.9042,6.2775,6.6612,6.5856,6.3937,6.2758,6.069,6.342,6.4995,6.5919,6.7879,6.9252,6.9823,6.8669,6.6625,6.447,6.2703,6.1903
285,5.8312,5.6277,5.5168,5.4828,5.5241,5.6853,5.994,6.3414,6.6121,6.4815,6.3022,6.1095,5.8337,6.091,6.2824,6.5087,6.787,6.8911,6.9414,6.8306,6.651,6.4584,6.2765,6.2051
286,5.8286,5.6254,5.5153,5.4819,5.5512,5.7093,5.9852,6.345,6.6649,6.6038,6.4444,6.2551,5.992,6.2296,6.3913,6.5339,6.8293,6.9458,7.0203,6.8752,6.6734,6.4816,6.3029,6.2282
287,5.8562,5.6515,5.5488,5.5101,5.557,5.7234,5.9969,6.3086,6.5388,6.4294,6.2595,6.0463,5.78,6.0798,6.2021,6.3732,6.6483,6.7651,6.79,6.6419,6.4948,6.3448,6.1934,6.1382
288,5.753,5.5321,5.407,5.3576,5.3711,5.466,5.5835,5.5992,5.4638,5.2342,5.1359,4.9592,4.7853,4.9143,5.045,5.2592,5.5595,5.757,5.9042,5.8616,5.8182,5.7275,5.6583,5.6489
289,5.3278,5.1003,4.9844,4.9335,4.9586,5.0438,5.1222,5.0805,4.8946,4.6627,4.6071,4.4787,4.421,4.516,4.6732,4.9364,5.2764,5.563,5.7699,5.7508,5.7099,5.6535,5.5768,5.4869
290,5.1849,4.9844,4.8821,4.875,4.9489,5.1696,5.5537,6.0054,6.3809,6.2872,6.152,5.9576,5.6708,5.9554,6.1362,6.3805,6.7204,6.8825,6.9114,6.7501,6.5453,6.3802,6.2195,6.1793
291,5.8017,5.6045,5.4807,5.4502,5.5024,5.6749,5.9765,6.3132,6.5826,6.4733,6.3231,6.123,5.8074,6.0789,6.2633,6.4791,6.7929,6.9256,6.9601,6.8163,6.6103,6.4365,6.2524,6.1757
292,5.8026,5.5949,5.4982,5.4521,5.5184,5.6846,5.97,6.3259,6.645,6.5814,6.385,6.1511,5.8205,6.0675,6.2534,6.4536,6.7757,6.8937,6.8916,6.7465,6.5718,6.4218,6.2731,6.1992
293,5.8138,5.6277,5.5341,5.5035,5.5571,5.7322,6.0456,6.3617,6.533,6.3898,6.2403,6.0113,5.7088,5.9845,6.1873,6.4362,6.7857,6.9149,6.9488,6.8068,6.6031,6.4296,6.268,6.1825
294,5.7968,5.5981,5.4885,5.4616,5.5093,5.6692,5.9586,6.2877,6.4312,6.3286,6.257,6.1035,5.8544,6.0882,6.2048,6.388,6.6644,6.7682,6.7473,6.6043,6.4449,6.3069,6.1582,6.1076
295,5.7353,5.5211,5.3999,5.3494,5.364,5.467,5.5963,5.6688,5.744,5.6815,5.6432,5.5804,5.4526,5.5898,5.6065,5.6071,5.6733,5.829,5.977,5.9472,5.8715,5.7864,5.7145,5.6918
296,5.3692,5.1498,5.0274,4.9699,5.0038,5.0829,5.1884,5.1576,4.9732,4.7807,4.7229,4.5969,4.5641,4.6801,4.8261,5.0518,5.376,5.6441,5.8161,5.8039,5.7652,5.7062,5.6109,5.5157
297,5.2098,5.009,4.9207,4.902,4.9717,5.1901,5.5682,6.0508,6.5137,6.4737,6.3729,6.2302,5.9635,6.2888,6.4998,6.6714,6.9259,6.8814,6.8762,6.7374,6.5834,6.4297,6.2398,6.1915
298,5.8129,5.6088,5.515,5.4804,5.539,5.716,6.0153,6.3816,6.6518,6.5463,6.4213,6.2397,5.9529,6.2879,6.5125,6.7281,6.9463,6.9329,6.9554,6.8062,6.6473,6.4568,6.2628,6.2228
299,5.8511,5.6529,5.535,5.5024,5.558,5.716,6.012,6.3958,6.6823,6.5338,6.3738,6.1812,5.8867,6.2407,6.4443,6.7048,6.9599,6.9039,6.8823,6.7395,6.6154,6.4428,6.2681,6.2505
300,5.8794,5.6678,5.5699,5.5291,5.5717,5.7493,6.0572,6.4283,6.717,6.5581,6.4195,6.2193,5.9538,6.3321,6.574,6.7663,7.0149,6.9859,6.9745,6.8274,6.6622,6.4915,6.3216,6.2796
301,5.9005,5.6764,5.576,5.5418,5.594,5.7614,6.0575,6.4179,6.7542,6.6282,6.4751,6.2721,5.9936,6.3479,6.5797,6.7411,6.8742,6.8091,6.7691,6.642,6.52,6.3552,6.2159,6.2176
302,5.8423,5.619,5.4948,5.444,5.4675,5.559,5.6962,5.7345,5.6465,5.4147,5.3147,5.1611,5.0068,5.1495,5.291,5.4664,5.7069,5.8507,5.9455,5.9053,5.8715,5.8106,5.7425,5.7399
303,5.4097,5.1842,5.0488,5.0175,5.0436,5.1316,5.225,5.1933,4.9792,4.7613,4.7509,4.6301,4.6092,4.7173,4.9259,5.1897,5.4296,5.6862,5.837,5.8102,5.769,5.715,5.6511,5.549
304,5.2438,5.0604,4.9671,4.9532,5.0233,5.227,5.5927,6.1342,6.8571,7.1772,7.2602,7.1927,6.8328,7.0099,7.0355,7.0491,7.1411,7.0505,7.0477,6.9035,6.7267,6.5198,6.3306,6.3378
305,5.9698,5.7462,5.6345,5.6071,5.6582,5.8349,6.1491,6.598,7.1233,7.1902,7.1489,7.0678,6.8273,7.1208,7.1363,7.1686,7.28,7.1983,7.1701,7.0008,6.8247,6.6063,6.415,6.4699
306,6.0921,5.8808,5.7572,5.7069,5.7661,5.9407,6.2487,6.6958,7.248,7.3197,7.2896,7.1892,6.9679,7.2714,7.2348,7.232,7.3477,7.1941,7.1355,6.9855,6.8461,6.6471,6.4829,6.5161
307,6.1509,5.9282,5.8102,5.7751,5.8257,6.0062,6.3237,6.7445,7.0858,7.0382,7.0561,7.0552,6.8299,7.1936,7.276,7.3497,7.4708,7.388,7.2982,7.123,6.947,6.7506,6.5672,6.5757
308,6.2071,5.9899,5.8712,5.8282,5.8627,6.0272,6.3571,6.7666,7.1221,7.0185,6.9978,6.9413,6.7385,7.042,7.1705,7.2491,7.3855,7.2681,7.1316,6.9704,6.8318,6.6549,6.5156,6.5554
309,6.184,5.9353,5.7848,5.7297,5.7455,5.8438,5.9674,6.0344,5.974,5.7203,5.6133,5.425,5.2823,5.4312,5.5544,5.7007,5.9237,6.0781,6.1462,6.1066,6.0726,5.9831,5.9335,5.9577
310,5.6246,5.3822,5.2599,5.2138,5.2358,5.3277,5.4245,5.4098,5.2579,5.0407,4.9839,4.8733,4.8388,4.9326,5.0681,5.2904,5.5713,5.8572,5.9863,5.9729,5.9547,5.8804,5.8161,5.7537
311,5.4583,5.2427,5.139,5.1224,5.2195,5.4451,5.8418,6.3844,6.9495,6.8811,6.6905,6.4315,6.1914,6.5854,6.8024,6.9389,7.1603,7.1539,7.1004,6.9303,6.7957,6.6222,6.4449,6.4338
312,6.019,5.8195,5.7163,5.6947,5.7819,5.9684,6.3017,6.7538,7.188,7.0474,6.812,6.5478,6.2124,6.5352,6.7365,6.9354,7.22,7.231,7.1759,7.0305,6.8742,6.6929,6.5153,6.5459
313,6.1688,5.9566,5.8387,5.7986,5.8684,6.043,6.3941,6.8058,7.1862,6.9829,6.7783,6.5206,6.166,6.5117,6.7408,6.9885,7.3028,7.2394,7.1347,6.986,6.8539,6.6826,6.5017,6.5192
314,6.12,5.9121,5.8,5.7568,5.8247,6.0035,6.3386,6.6942,7.105,7.0238,6.8797,6.6494,6.3657,6.6831,6.8714,7.025,7.2485,7.2225,7.1289,6.9724,6.8209,6.6345,6.4833,6.4807
315,6.1053,5.8639,5.7531,5.7052,5.7671,5.9456,6.2438,6.6492,7.0926,7.0059,6.8341,6.6134,6.3141,6.5942,6.7516,6.8711,7.083,7.0412,6.934,6.7859,6.6892,6.5494,6.4085,6.4274
316,6.0393,5.801,5.6735,5.6053,5.629,5.7322,5.8766,5.9449,6.0548,5.9636,5.8767,5.6797,5.3527,5.4403,5.5503,5.709,5.9225,6.0672,6.139,6.1041,6.0697,5.9992,5.9407,5.9696
317,5.6448,5.3889,5.2574,5.1947,5.2202,5.3236,5.437,5.429,5.434,5.3833,5.3834,5.4002,5.3499,5.4283,5.5089,5.574,5.704,5.9107,6.0516,6.0078,5.9423,5.8573,5.8266,5.7764
318,5.4658,5.259,5.1633,5.1372,5.217,5.4372,5.862,6.4577,7.2066,7.309,7.2736,7.1878,6.9193,7.1997,7.3817,7.4985,7.6847,7.6219,7.4764,7.2782,7.0719,6.8543,6.6954,6.7306
319,6.3646,6.121,5.99,5.9533,5.99,6.1666,6.5276,7.0614,7.6365,7.6653,7.6488,7.5834,7.2978,7.599,7.7524,7.8434,7.9838,7.8476,7.6347,7.4056,7.1662,6.933,6.7837,6.7787
320,6.4058,6.1796,6.0403,5.9948,6.037,6.196,6.5356,7.0388,7.6095,7.621,7.4682,7.2336,6.9098,7.2086,7.3243,7.4129,7.5772,7.5224,7.3945,7.2009,7.051,6.8295,6.6552,6.6849
321,6.3018,6.0763,5.9601,5.9113,5.9597,6.1065,6.4367,6.9078,7.4444,7.3335,7.1182,6.8607,6.4718,6.7385,6.9116,7.1223,7.4172,7.451,7.3382,7.1561,7.0024,6.8113,6.6439,6.6711
322,6.3081,6.0689,5.9418,5.9099,5.9813,6.1812,6.5041,6.9955,7.4295,7.1983,7.0064,6.7463,6.4104,6.7545,6.9966,7.2423,7.5223,7.4226,7.2279,7.0569,6.917,6.7517,6.6209,6.6745
323,6.3116,6.0579,5.9137,5.8532,5.874,5.9558,6.1263,6.2339,6.2053,5.8842,5.7755,5.5732,5.3145,5.4224,5.5408,5.8083,6.1293,6.3321,6.3937,6.3454,6.281,6.2144,6.1735,6.2377
324,5.9269,5.6838,5.5446,5.4948,5.5141,5.6165,5.7191,5.7264,5.5515,5.2037,5.1235,4.9687,4.8788,4.9902,5.2004,5.4806,5.7854,6.0833,6.2027,6.1831,6.1326,6.0751,6.0436,5.9975
325,5.7112,5.4969,5.3859,5.386,5.4861,5.7062,6.1176,6.7365,7.4153,7.4464,7.2989,7.047,6.6235,6.896,7.1112,7.2832,7.534,7.5099,7.3707,7.1674,6.9839,6.7836,6.5989,6.6296
326,6.2375,6.0081,5.8992,5.8476,5.8993,6.0774,6.3927,6.8931,7.6863,7.989,8.0362,7.9851,7.6757,7.902,7.926,7.907,7.9365,7.8031,7.588,7.3662,7.1459,6.9255,6.7679,6.8181
327,6.4608,6.2262,6.0871,6.0416,6.1052,6.2728,6.6473,7.1791,7.8135,7.8581,7.7364,7.5696,7.2085,7.5114,7.68,7.8791,8.1177,8.0436,7.8158,7.5997,7.3666,7.1347,6.9563,6.9866
328,6.6186,6.3711,6.2354,6.1797,6.2319,6.4042,6.7411,7.2893,7.9441,7.8624,7.6236,7.3957,7.0334,7.3963,7.6609,7.8366,8.0145,7.9111,7.7157,7.4922,7.2284,6.9825,6.812,6.8565
329,6.4942,6.2465,6.1165,6.0454,6.0957,6.2541,6.5856,7.1108,7.7353,7.6953,7.5382,7.3464,7.0034,7.3379,7.4744,7.6222,7.8696,7.7946,7.5725,7.3623,7.1729,6.9815,6.8416,6.8976
330,6.5149,6.2545,6.1117,6.0399,6.0657,6.1505,6.2965,6.4124,6.4807,6.3002,6.3225,6.2316,6.0202,6.1134,6.1314,6.2231,6.4255,6.5643,6.577,6.5126,6.4536,6.3611,6.3213,6.4009
331,6.0931,5.8692,5.715,5.6537,5.6672,5.749,5.8362,5.877,5.7358,5.4261,5.3627,5.1811,5.0618,5.1312,5.2716,5.5719,5.9713,6.2884,6.4032,6.3622,6.2992,6.224,6.2093,6.1931
332,5.9207,5.7019,5.5929,5.5578,5.6364,5.861,6.2887,6.9677,7.7463,7.7379,7.5736,7.2915,6.8883,7.1933,7.3779,7.5553,7.8083,7.7879,7.6015,7.381,7.1761,6.9663,6.7903,6.833
333,6.4524,6.2293,6.1003,6.0657,6.1408,6.3196,6.6608,7.1944,7.8079,7.7463,7.5342,7.2149,6.7689,7.0654,7.1661,7.3034,7.5545,7.549,7.5461,7.383,7.1915,7.0018,6.8307,6.8784
334,6.5044,6.2777,6.1473,6.1028,6.1709,6.3588,6.7256,7.2413,7.831,7.6954,7.4465,7.1226,6.6839,6.933,7.1203,7.3582,7.6725,7.6214,7.5068,7.3328,7.1888,7.0051,6.8499,6.8932
335,6.4888,6.2794,6.1652,6.1214,6.1772,6.3445,6.6898,7.2043,7.7938,7.8012,7.6751,7.5267,7.2025,7.5752,7.6991,7.7214,7.8182,7.7134,7.5583,7.3656,7.1616,6.9407,6.7636,6.8386
336,6.4705,6.2295,6.0964,6.053,6.1012,6.2539,6.5735,7.0732,7.7016,7.7936,7.7392,7.6049,7.2754,7.4927,7.533,7.573,7.6566,7.5191,7.3246,7.1138,6.9762,6.8049,6.6693,6.7377
337,6.3669,6.1098,5.9679,5.9068,5.9367,6.01,6.1542,6.2653,6.423,6.3401,6.2848,6.1084,5.8527,5.895,6.0219,6.1536,6.3224,6.4357,6.4834,6.4186,6.3118,6.223,6.1796,6.2551
338,5.9266,5.6623,5.5217,5.4521,5.4781,5.5728,5.6739,5.7131,5.7179,5.6366,5.6318,5.4911,5.4016,5.3927,5.5119,5.7534,6.0771,6.4088,6.5441,6.5336,6.4719,6.3734,6.3598,6.3767
339,6.084,5.8652,5.756,5.7346,5.8313,6.053,6.4952,7.2134,8.0338,8.0285,7.7976,7.5458,7.1225,7.4034,7.604,7.8811,8.2173,8.1946,7.9883,7.7435,7.4826,7.2402,7.0622,7.109
340,6.7265,6.5034,6.3585,6.2878,6.3444,6.4801,6.8414,7.4093,8.1524,8.2571,8.0956,7.8379,7.3637,7.5102,7.7233,7.9482,8.1584,8.0332,7.812,7.5676,7.3512,7.1073,6.9251,6.9641
341,6.5742,6.3251,6.1866,6.1474,6.2085,6.3468,6.679,7.2076,7.8941,7.9839,7.8405,7.6068,7.2237,7.4559,7.5351,7.5993,7.7748,7.6931,7.5298,7.3747,7.2188,7.0237,6.8684,6.9036
342,6.5406,6.3002,6.1502,6.0912,6.1368,6.2982,6.6501,7.1806,7.9336,8.1399,8.1266,7.9024,7.3236,7.528,7.7051,7.7403,7.8543,7.7771,7.6482,7.4528,7.2376,7.0126,6.877,6.9344
343,6.5942,6.3664,6.2173,6.1789,6.2555,6.4446,6.8013,7.3841,8.1118,8.1732,8.0698,7.9694,7.6605,7.9862,8.2018,8.3912,8.5699,8.3976,8.1417,7.879,7.6739,7.4358,7.273,7.3712
344,6.9913,6.7703,6.6154,6.5387,6.5525,6.6105,6.7498,6.9261,7.0883,6.9397,6.8183,6.6182,6.3683,6.4719,6.6302,6.8429,7.0283,7.0751,7.0765,6.9787,6.8083,6.6148,6.554,6.6782
345,6.4019,6.1803,6.0214,5.9507,5.9532,6.0304,6.1215,6.1692,6.2102,6.0617,5.9882,5.7729,5.615,5.6113,5.7035,5.98,6.3417,6.6324,6.7544,6.7251,6.6428,6.5044,6.4697,6.4602
